BattleId,winning,t1p1,t1p2,t1p3,t1p4,t1p5,t2p1,t2p2,t2p3,t2p4,t2p5
683404048085515271,1,Hayabusa,Silvanna,Tigreal,Wanwan,Xavier,Brody,Gusion,Pharsa,Selena,Zilong
683008382813304428,1,Balmond,Brody,Lapu-Lapu,Selena,Xavier,Alpha,Kaja,Lesley,Martis,Valentina
682740875070239340,1,Alucard,Edith,Lapu-Lapu,Lesley,Odette,Atlas,Brody,Esmeralda,Martis,Valir
587412645711372205,1,Aamon,Julian,Lolita,Martis,Melissa,Brody,Franco,Lancelot,Paquito,Xavier
586626211429669436,1,Badang,Brody,Franco,Lancelot,Pharsa,Martis,Melissa,Minsitthar,Valentina,Yu Zhong
585902874512512366,1,Beatrix,Hayabusa,Khufra,Thamuz,Valentina,Edith,Hanzo,Kagura,Kaja,Melissa
252461550889178948,1,Brody,Diggie,Edith,Lancelot,Zhask,Arlott,Layla,Paquito,Tigreal,Xavier
251582263709504029,1,Aamon,Bane,Brody,Natalia,Xavier,Fredrinn,Jawhead,Lapu-Lapu,Melissa,Valentina
250570214795742278,1,Freya,Lancelot,Melissa,Natalia,Valentina,Brody,Esmeralda,Hayabusa,Lolita,Xavier
241448262604772216,1,Edith,Estes,Harley,Martis,Melissa,Atlas,Badang,Lancelot,Wanwan,Xavier
241013818072846027,1,Claude,Dyrroth,Estes,Fredrinn,Vale,Brody,Kadita,Lancelot,Terizla,Valentina
240604928596330995,1,Arlott,Beatrix,Chou,Harley,Valentina,Brody,Edith,Fanny,Grock,Vexana
695557057481354038,1,Bruno,Fanny,Gloo,Khufra,Yve,Aamon,Badang,Brody,Chou,Xavier
695048056612136617,1,Badang,Brody,Fanny,Kaja,Valentina,Barats,Kagura,Martis,Moskov,Selena
628856314160385176,1,Badang,Baxia,Cyclops,Miya,Yin,Chou,Harley,Lesley,Minotaur,Vale
285337459662345909,1,Clint,Cyclops,Edith,Freya,Saber,Franco,Grock,Kimmy,Pharsa,Wanwan
715160924604395491,1,Aamon,Kagura,Minsitthar,Popol and Kupa,Tigreal,Franco,Granger,Lapu-Lapu,Layla,Valentina
710611858453217961,1,Cyclops,Hanabi,Hanzo,Kaja,Tigreal,Benedetta,Estes,Martis,Wanwan,Xavier
704046124767936010,1,Atlas,Chou,Martis,Moskov,Xavier,Cyclops,Dyrroth,Khufra,Lancelot,Lesley
703717392266066172,1,Cyclops,Granger,Guinevere,Hylos,Moskov,Beatrix,Franco,Hayabusa,Lylia,Martis
702587008413360238,1,Edith,Melissa,Roger,Xavier,Yu Zhong,Claude,Estes,Fanny,Faramis,Hilda
645651994224629815,1,Cyclops,Franco,Lancelot,Martis,Wanwan,Brody,Gusion,Kadita,Khaleed,Vale
243802896821907253,1,Aamon,Claude,Cyclops,Lolita,Martis,Beatrix,Franco,Lapu-Lapu,Xavier,Yi Sun-shin
231802762491831545,1,Cyclops,Edith,Lancelot,Lapu-Lapu,Lesley,Gloo,Hanabi,Helcurt,Khufra,Vale
664897433440260190,1,Brody,Cyclops,Edith,Franco,X.Borg,Aamon,Alpha,Chou,Miya,Vexana
662541648173367290,1,Benedetta,Claude,Cyclops,Franco,Kaja,Chou,Fanny,Harith,Martis,Xavier
264834836274241113,1,Brody,Cyclops,Fredrinn,Natalia,Yu Zhong,Aldous,Floryn,Irithel,Nana,Natan
600829590969407964,1,Change,Edith,Julian,Layla,Zilong,Bruno,Cyclops,Freya,Gatotkaca,Leomord
597540633863141484,1,Chou,Claude,Cyclops,Dyrroth,Hayabusa,Esmeralda,Grock,Harley,Lancelot,Melissa
596740511520665831,1,Alice,Beatrix,Belerick,Faramis,Lapu-Lapu,Aldous,Cyclops,Julian,Khufra,Melissa
720421675426246763,1,Aldous,Angela,Kadita,Layla,Yin,Balmond,Cyclops,Khufra,Martis,Melissa
245758850698166602,1,Arlott,Belerick,Brody,Faramis,Fredrinn,Cyclops,Edith,Lancelot,Natan,Tigreal
587324324003897100,1,Brody,Freya,Kaja,Valentina,X.Borg,Aldous,Claude,Martis,Minsitthar,Xavier
586418657135089879,1,Claude,Franco,Lancelot,Pharsa,Yu Zhong,Aldous,Hayabusa,Khufra,Popol and Kupa,Valentina
585371320770023930,1,Aldous,Balmond,Brody,Kadita,Valir,Franco,Gloo,Irithel,Julian,Lunox
584464515734883395,1,Aldous,Franco,Hanabi,Hayabusa,Pharsa,Badang,Harley,Lolita,Valentina,Wanwan
282168048674326077,1,Aldous,Fanny,Hilda,Moskov,Pharsa,Brody,Dyrroth,Franco,Valentina,Yin
281417236851376713,1,Edith,Lolita,Melissa,Valentina,Yi Sun-shin,Aldous,Bruno,Chou,Gusion,Roger
280494347163712824,1,Aldous,Floryn,Freya,Harley,Melissa,Balmond,Claude,Kadita,Lapu-Lapu,Pharsa
221770732499137344,1,Aldous,Brody,Edith,Hanzo,Selena,Lancelot,Lunox,Melissa,Saber,Terizla
221525279413136974,1,Aldous,Atlas,Cecilion,Fredrinn,Wanwan,Johnson,Lancelot,Lunox,Martis,Melissa
679683339391625596,1,Aldous,Harley,Ling,Ruby,Wanwan,Chou,Cyclops,Franco,Hayabusa,Moskov
220972134870050146,1,Alucard,Bruno,Lolita,Terizla,Valentina,Aldous,Alice,Clint,Franco,Joy
678851249607565299,1,Beatrix,Julian,Khufra,Ling,Valentina,Gusion,Moskov,Nana,Yi Sun-shin,Zilong
678332348838730471,1,Aldous,Brody,Faramis,Khufra,Ling,Franco,Freya,Kimmy,Melissa,Xavier
675341836124963997,1,Beatrix,Franco,Gloo,Ling,Yve,Aldous,Arlott,Brody,Grock,Lunox
674437981732355878,1,Aldous,Alucard,Johnson,Kadita,Karrie,Grock,Hanzo,Melissa,Minsitthar,Pharsa
287832161349810901,1,Alucard,Cyclops,Diggie,Gloo,Hanabi,Aldous,Claude,Hayabusa,Johnson,Pharsa
672886781278959102,1,Badang,Claude,Natalia,Pharsa,Roger,Aldous,Arlott,Faramis,Irithel,Yi Sun-shin
285776817635209059,1,Aldous,Atlas,Martis,Pharsa,Wanwan,Franco,Harley,Leomord,Melissa,Roger
284894502503590572,1,Aldous,Layla,Martis,Minsitthar,Valir,Brody,Gusion,Khufra,Pharsa,Terizla
717989684553129570,1,Claude,Franco,Lapu-Lapu,Luo Yi,Sun,Aldous,Beatrix,Fanny,Khufra,Valentina
629422987850890898,1,Edith,Martis,Minsitthar,Pharsa,Wanwan,Brody,Fanny,Khufra,Lancelot,Zhask
225084493043677136,1,Brody,Harley,Kaja,Lapu-Lapu,Pharsa,Claude,Kagura,Ling,Minsitthar,Natalia
224220414343197246,1,Brody,Gloo,Kadita,Kaja,Yin,Akai,Clint,Fredrinn,Khufra,Valentina
223358792364010790,1,Granger,Hilda,Joy,Valentina,Yin,Alucard,Bane,Kagura,Khufra,Miya
656704817683542521,1,Aldous,Hilda,Wanwan,Xavier,Yin,Benedetta,Franco,Hanabi,Hayabusa,Pharsa
656382115315756566,1,Hilda,Lapu-Lapu,Wanwan,Xavier,Yin,Claude,Gloo,Hayabusa,Kaja,Yve
263931029126903053,1,Badang,Kaja,Lesley,Xavier,Yi Sun-shin,Chou,Claude,Khufra,Yin,Yve
263382793731436539,1,Brody,Joy,Lolita,Luo Yi,Yi Sun-shin,Gusion,Kaja,Khaleed,Lylia,Melissa
262342681501362136,1,Brody,Lolita,Martis,Valentina,Yu Zhong,Cyclops,Kaja,Lapu-Lapu,Ling,Melissa
261575626112098990,1,Arlott,Brody,Kaja,Martis,Pharsa,Khufra,Lesley,Terizla,Valentina,Yi Sun-shin
260345049262316346,1,Akai,Estes,Valentina,Wanwan,X.Borg,Brody,Cecilion,Khufra,Martis,Terizla
258180145226960812,1,Julian,Kaja,Lesley,Thamuz,Xavier,Alice,Brody,Fanny,Khufra,Minsitthar
257341900754766725,1,Alice,Estes,Karrie,Ling,Minsitthar,Brody,Julian,Khufra,Lancelot,Yve
256338673703831206,1,Alice,Brody,Fanny,Gord,Khufra,Argus,Baxia,Claude,Minsitthar,Xavier
255284409556517255,1,Beatrix,Cecilion,Lolita,Martis,Minsitthar,Alice,Grock,Kaja,Wanwan,Xavier
711365582264444075,1,Atlas,Faramis,Karrie,Minsitthar,Yin,Beatrix,Fredrinn,Joy,Lolita,Xavier
711017732863139951,1,Beatrix,Gloo,Hilda,Pharsa,Yin,Badang,Claude,Harley,Minotaur,Vexana
710646755062946712,1,Beatrix,Hilda,Valentina,Yin,Yu Zhong,Alice,Hayabusa,Khufra,Minsitthar,Moskov
577943621510019214,1,Melissa,Minotaur,Minsitthar,Saber,Xavier,Aamon,Brody,Julian,Lapu-Lapu,Lolita
577648406932927407,1,Brody,Guinevere,Khufra,Ling,Pharsa,Julian,Kadita,Lapu-Lapu,Melissa,Valentina
620386389543108083,1,Atlas,Cecilion,Chou,Fredrinn,Melissa,Claude,Hanzo,Kaja,Martis,Xavier
619739713497217409,1,Atlas,Beatrix,Joy,Leomord,Xavier,Akai,Lapu-Lapu,Lolita,Melissa,Pharsa
618797719795020664,1,Fredrinn,Khufra,Lylia,Melissa,Paquito,Kaja,Karrie,Lapu-Lapu,Leomord,Pharsa
673187721047630038,1,Clint,Fanny,Gloo,Khufra,Xavier,Chou,Edith,Leomord,Moskov,Pharsa
672564714566507713,1,Edith,Leomord,Lolita,Moskov,Valentina,Aldous,Fanny,Johnson,Julian,Wanwan
252898250278935037,1,Edith,Grock,Hayabusa,Kadita,Melissa,Aamon,Beatrix,Lapu-Lapu,Lolita,Pharsa
251822734633440126,1,Beatrix,Kaja,Lapu-Lapu,Leomord,Pharsa,Claude,Edith,Khufra,Martis,Nana
250828363805068740,1,Grock,Harley,Kaja,Karrie,Yve,Badang,Claude,Leomord,Minsitthar,Valentina
249807484438546428,1,Claude,Gloo,Grock,Leomord,Pharsa,Beatrix,Franco,Lapu-Lapu,Martis,Valentina
249005373526213503,1,Claude,Khufra,Leomord,Pharsa,Terizla,Aurora,Benedetta,Lesley,Martis,Minsitthar
234129273260149877,1,Edith,Hayabusa,Khufra,Luo Yi,Melissa,Atlas,Benedetta,Claude,Leomord,Xavier
601549105364236685,1,Claude,Edith,Leomord,Lolita,Nana,Brody,Lapu-Lapu,Martis,Selena,Vexana
601302625781052549,1,Leomord,Lolita,Melissa,Pharsa,Yu Zhong,Gusion,Kimmy,Martis,Tigreal,Zhask
601038910494109670,1,Edith,Leomord,Lolita,Melissa,Xavier,Brody,Franco,Harith,Lapu-Lapu,Valentina
600812780465974376,1,Brody,Leomord,Lolita,Pharsa,Yu Zhong,Atlas,Hayabusa,Kadita,Melissa,Ruby
629553408827363718,1,Claude,Eudora,Fanny,Franco,Martis,Aamon,Arlott,Clint,Minsitthar,Zhask
246429200604105782,1,Brody,Eudora,Harley,Hilda,Tigreal,Kadita,Lolita,Martis,Melissa,Yin
679081979547388031,1,Eudora,Franco,Guinevere,Hanabi,Martis,Aamon,Chou,Kagura,Khufra,Lesley
678363852425560979,1,Beatrix,Change,Helcurt,Kaja,Terizla,Brody,Edith,Lancelot,Natalia,Vexana
677516120370609613,1,Aldous,Franco,Irithel,Minsitthar,Vexana,Bane,Claude,Estes,Fredrinn,Kagura
217606959275812196,1,Cecilion,Franco,Lancelot,Melissa,Terizla,Dyrroth,Hanabi,Jawhead,Kagura,Vexana
598629073065425108,1,Edith,Estes,Martis,Moskov,Valir,Atlas,Fredrinn,Lapu-Lapu,Lesley,Valentina
597583540586623465,1,Arlott,Cecilion,Hanabi,Martis,Tigreal,Balmond,Edith,Gatotkaca,Moskov,Vexana
596931461471874476,1,Balmond,Clint,Edith,Franco,Vexana,Chou,Claude,Hayabusa,Valentina,Yu Zhong
273497536202347808,1,Brody,Dyrroth,Jawhead,Natalia,Vexana,Aamon,Chou,Kadita,Saber,X.Borg
718090800969879829,1,Fanny,Franco,Gloo,Hanabi,Kagura,Balmond,Joy,Popol and Kupa,Tigreal,Vexana
592361440175262676,1,Brody,Saber,Vexana,Yin,Yu Zhong,Atlas,Chou,Eudora,Hanzo,Miya
590718061133756891,1,Aamon,Brody,Edith,Gatotkaca,Vexana,Cecilion,Claude,Fanny,Franco,Martis
589109634536106383,1,Claude,Dyrroth,Hilda,Karina,Vexana,Franco,Kadita,Lancelot,Lesley,Silvanna
588476560651641664,1,Dyrroth,Franco,Hanabi,Karina,Vexana,Brody,Edith,Estes,Martis,Valir
713314157386587269,1,Chou,Khufra,Melissa,Nana,Yin,Dyrroth,Eudora,Hanabi,Lapu-Lapu,Tigreal
257394922125564397,1,Aldous,Khufra,Lesley,X.Borg,Xavier,Edith,Franco,Martis,Miya,Vexana
702934479857543586,1,Aamon,Change,Estes,Franco,Hanabi,Layla,Lolita,Luo Yi,Silvanna,Yin
251544433639047735,1,Beatrix,Faramis,Gloo,Jawhead,Saber,Brody,Hanzo,Julian,Vexana,Xavier
251386559231179918,1,Aamon,Claude,Paquito,Selena,Xavier,Clint,Estes,Gusion,Martis,Nana
235744468728405730,1,Beatrix,Chou,Minsitthar,Vale,Yi Sun-shin,Brody,Franco,Hayabusa,Terizla,Xavier
219130684823902083,1,Gord,Hilda,Lesley,Ling,Minsitthar,Arlott,Brody,Gusion,Khufra,Martis
287224973235389008,1,Alice,Brody,Kadita,Kaja,Valentina,Bane,Beatrix,Martis,Masha,Vexana
286500833159347543,1,Diggie,Gloo,Kagura,Lancelot,Lesley,Beatrix,Franco,Grock,Helcurt,Xavier
284000956034639736,1,Badang,Beatrix,Kadita,Ling,Xavier,Arlott,Harley,Martis,Moskov,X.Borg
618685208833613258,1,Claude,Khufra,Lapu-Lapu,Vale,Yin,Dyrroth,Hayabusa,Melissa,Natalia,Pharsa
618021906969318875,1,Fredrinn,Minotaur,Moskov,Paquito,Vale,Aldous,Beatrix,Franco,Karina,Valentina
617650323578736994,1,Brody,Gloo,Joy,Mathilda,Xavier,Angela,Bane,Cyclops,Jawhead,Lesley
272654661755899095,1,Claude,Gloo,Julian,Kadita,Lancelot,Beatrix,Franco,Karina,Martis,Vale
610554625288864649,1,Balmond,Beatrix,Gloo,Martis,Vale,Aldous,Claude,Fredrinn,Nana,Tigreal
610009422140308740,1,Aldous,Beatrix,Franco,Hanzo,Vale,Brody,Gloo,Khufra,Minsitthar,Pharsa
257833425402056178,1,Akai,Beatrix,Freya,Kagura,Selena,Brody,Franco,Harley,Minsitthar,Vale
712697936954241584,1,Benedetta,Claude,Ling,Lolita,Valentina,Edith,Hanabi,Khufra,Martis,Vale
595526878317488642,1,Argus,Bruno,Diggie,Minsitthar,Pharsa,Claude,Grock,Xavier,Yi Sun-shin,Zilong
595119762662467092,1,Gloo,Helcurt,Kadita,Melissa,Vale,Chou,Claude,Johnson,Ling,Valentina
246727138190787409,1,Beatrix,Hayabusa,Lapu-Lapu,Minotaur,Pharsa,Fanny,Khufra,Melissa,Minsitthar,Vale
245911601210686686,1,Brody,Hayabusa,Khufra,Minsitthar,Xavier,Franco,Hanzo,Moskov,Pharsa,Thamuz
245135603699513090,1,Dyrroth,Khufra,Ling,Moskov,Vale,Aamon,Beatrix,Gloo,Kaja,Xavier
679536116504599735,1,Brody,Franco,Gloo,Granger,Vale,Bruno,Edith,Ling,Valentina,X.Borg
678995861158369118,1,Claude,Johnson,Valentina,X.Borg,Yi Sun-shin,Alice,Brody,Fanny,Kaja,Pharsa
651963229622844489,1,Chou,Claude,Harley,Hilda,Valir,Cecilion,Johnson,Martis,Wanwan,X.Borg
651011585129133513,1,Aamon,Dyrroth,Faramis,Franco,Moskov,Akai,Brody,Cecilion,Fanny,Lapu-Lapu
650260820550824139,1,Bruno,Eudora,Helcurt,Johnson,Minsitthar,Fredrinn,Karrie,Saber,Valir,Yin
649407457793747747,1,Bruno,Gusion,Hilda,Johnson,Xavier,Brody,Chou,Kagura,Lancelot,Tigreal
648618691344803285,1,Aamon,Estes,Freya,Luo Yi,Popol and Kupa,Dyrroth,Gatotkaca,Harley,Kadita,Layla
719949606981017783,1,Aamon,Atlas,Clint,Cyclops,Martis,Badang,Claude,Diggie,Harley,Selena
719267965606370170,1,Brody,Gloo,Johnson,Minotaur,Xavier,Aulus,Bruno,Change,Estes,Minsitthar
270177749820831918,1,Bane,Bruno,Franco,Harley,Xavier,Beatrix,Julian,Kaja,Valentina,Yin
584905029056831116,1,Atlas,Harley,Karina,Layla,Terizla,Bane,Edith,Franco,Hanabi,Ling
244493342879357440,1,Alucard,Benedetta,Bruno,Selena,Vale,Claude,Edith,Khufra,Lancelot,Lylia
593127619390793570,1,Arlott,Balmond,Cecilion,Franco,Moskov,Aamon,Bruno,Kadita,Valir,Yu Zhong
232118245019263788,1,Badang,Bruno,Franco,Xavier,Yi Sun-shin,Beatrix,Chou,Fanny,Khufra,Valentina
696400722203342579,1,Claude,Julian,Khufra,Martis,Natan,Balmond,Bruno,Chou,Edith,Harley
266363269105668344,1,Bane,Bruno,Khufra,Natan,Pharsa,Franco,Karina,Karrie,Minsitthar,Vexana
240698653373659557,1,Aldous,Alice,Bruno,Martis,Vale,Barats,Belerick,Claude,Estes,Xavier
669248140821427507,1,Bruno,Franco,Fredrinn,Gord,Jawhead,Edith,Floryn,Karrie,Ling,Nana
668442933237482805,1,Gloo,Karrie,Martis,Minsitthar,Xavier,Bruno,Franco,Fredrinn,Thamuz,Valentina
667912221308583925,1,Badang,Bruno,Franco,Julian,Kadita,Aamon,Beatrix,Benedetta,Natalia,Valentina
667298096819829360,1,Esmeralda,Floryn,Karrie,Vexana,Yin,Bruno,Franco,Julian,Lapu-Lapu,Lylia
237353986246403093,1,Beatrix,Fanny,Fredrinn,Kaja,Pharsa,Bruno,Gusion,Kadita,Khufra,Lapu-Lapu
689284210503086713,1,Brody,Hanzo,Johnson,Kadita,Ruby,Aamon,Arlott,Franco,Karrie,Vexana
688485226326944890,1,Gloo,Grock,Lesley,Martis,Valentina,Aldous,Brody,Hanzo,Johnson,Kadita
687839074267064246,1,Brody,Esmeralda,Hanzo,Johnson,Kadita,Aldous,Floryn,Hayabusa,Lesley,Valentina
686730964114759611,1,Gloo,Hayabusa,Kaja,Melissa,Valentina,Aldous,Franco,Hanzo,Karrie,Pharsa
686195317268437906,1,Aldous,Brody,Hanzo,Johnson,Kadita,Arlott,Claude,Khufra,Minotaur,Pharsa
685270245737386916,1,Aldous,Hanzo,Johnson,Kadita,Moskov,Benedetta,Gloo,Hilda,Ling,Pharsa
684634148195945820,1,Gloo,Khufra,Ling,Moskov,Pharsa,Aldous,Claude,Hanzo,Johnson,Kadita
684241300422281454,1,Aldous,Hanzo,Johnson,Kadita,Moskov,Arlott,Claude,Grock,Martis,Valentina
683660977326145947,1,Akai,Claude,Esmeralda,Hayabusa,Xavier,Freya,Hanzo,Johnson,Kadita,Melissa
245263563660339567,1,Arlott,Diggie,Lesley,Ling,Valentina,Aldous,Helcurt,Johnson,Kadita,Moskov
243770568603737232,1,Aldous,Claude,Hanzo,Johnson,Kadita,Arlott,Cecilion,Kaja,Martis,Melissa
243090769770059513,1,Dyrroth,Hanzo,Johnson,Kadita,Moskov,Akai,Aldous,Grock,Melissa,Valentina
622478163172197989,1,Claude,Edith,Khufra,Valentina,Yi Sun-shin,Johnson,Kadita,Lapu-Lapu,Ling,Melissa
621815058876399870,1,Alice,Fanny,Kadita,Lesley,Valentina,Badang,Brody,Johnson,Julian,Minsitthar
621326600835759263,1,Brody,Hayabusa,Johnson,Kadita,Minsitthar,Chou,Claude,Khufra,Ling,Valentina
620564136766534914,1,Esmeralda,Hanzo,Johnson,Kadita,Wanwan,Alice,Clint,Freya,Khufra,Valentina
620033510736981736,1,Badang,Brody,Fanny,Johnson,Kadita,Beatrix,Gloo,Khufra,Martis,Valentina
711329942625821761,1,Arlott,Martis,Moskov,Saber,Xavier,Claude,Gloo,Hanzo,Johnson,Kadita
710985494838616072,1,Claude,Hanzo,Johnson,Kadita,Yin,Aldous,Grock,Hayabusa,Lesley,Yve
710622359648705346,1,Claude,Hanzo,Johnson,Kadita,Terizla,Akai,Arlott,Kagura,Ling,Melissa
702063451900695045,1,Arlott,Hayabusa,Khufra,Wanwan,Yve,Aamon,Claude,Franco,Martis,Valentina
701639023232503054,1,Beatrix,Fredrinn,Gloo,Kaja,Yve,Karrie,Khufra,Minsitthar,Valentina,Yi Sun-shin
701054838960768548,1,Claude,Fredrinn,Gloo,Kadita,Khufra,Atlas,Badang,Hanabi,Minsitthar,Vexana
700580760470634626,1,Atlas,Fredrinn,Gloo,Moskov,Valentina,Dyrroth,Franco,Helcurt,Natan,Valir
700075023776561728,1,Atlas,Faramis,Lapu-Lapu,Ling,Wanwan,Alice,Claude,Franco,Hanzo,Natalia
699700558462924153,1,Fredrinn,Joy,Khufra,Lesley,Yve,Arlott,Claude,Kaja,Martis,Valentina
699320758799904920,1,Arlott,Claude,Fredrinn,Khufra,Yve,Beatrix,Grock,Martis,Minsitthar,Valentina
698840628700850734,1,Beatrix,Fredrinn,Joy,Khufra,Yve,Arlott,Claude,Faramis,Franco,Lancelot
698519738809263547,1,Faramis,Hanzo,Khufra,Lapu-Lapu,Wanwan,Kaja,Karrie,Martis,Terizla,Yve
697650566277568664,1,Beatrix,Fredrinn,Grock,Terizla,Valentina,Baxia,Claude,Lancelot,Lolita,Yve
697287512692036215,1,Baxia,Claude,Khufra,Lapu-Lapu,Valentina,Fredrinn,Grock,Martis,Melissa,Pharsa
583724505756770914,1,Faramis,Kaja,Karina,Karrie,Minsitthar,Claude,Khufra,Lancelot,Lancelot,Yve
583418974668234094,1,Arlott,Beatrix,Gloo,Kaja,Yve,Faramis,Khufra,Lancelot,Lesley,Terizla
582657910758347558,1,Joy,Khufra,Lancelot,Lesley,Pharsa,Hayabusa,Kaja,Martis,Moskov,Valentina
582173636015852974,1,Fredrinn,Hayabusa,Kaja,Lesley,Pharsa,Claude,Khufra,Lancelot,Lancelot,Valentina
581643005691332681,1,Gloo,Kaja,Karrie,Lancelot,Pharsa,Arlott,Claude,Fredrinn,Khufra,Valentina
580990436950311469,1,Beatrix,Khufra,Lancelot,Lapu-Lapu,Valentina,Kaja,Ling,Melissa,Minsitthar,Pharsa
580294536284240937,1,Chou,Fanny,Grock,Kagura,Melissa,Claude,Faramis,Khufra,Lancelot,Lapu-Lapu
579718190327822196,1,Claude,Lancelot,Lapu-Lapu,Lolita,Pharsa,Helcurt,Kaja,Melissa,Yu Zhong,Yve
625099076770273676,1,Franco,Gord,Joy,Leomord,Lesley,Chou,Diggie,Hayabusa,Kagura,Melissa
624453264012809443,1,Chou,Jawhead,Kaja,Melissa,Nana,Franco,Karina,Valentina,Wanwan,Yin
623793273568301099,1,Gloo,Grock,Ling,Valentina,Wanwan,Aurora,Beatrix,Granger,Minsitthar,Yu Zhong
286047907383146992,1,Atlas,Balmond,Benedetta,Lesley,Valentina,Aamon,Beatrix,Freya,Nana,Tigreal
661659659459949003,1,Brody,Karina,Khufra,Nana,Odette,Clint,Gloo,Hanzo,Masha,Valentina
255784914980422646,1,Claude,Harley,Kaja,Kimmy,Lapu-Lapu,Khufra,Lesley,Nana,Yi Sun-shin,Yu Zhong
254739300897242838,1,Brody,Franco,Grock,Nana,Yi Sun-shin,Harley,Ruby,Selena,Wanwan,Xavier
253009279480477074,1,Brody,Minsitthar,Nana,X.Borg,Yi Sun-shin,Beatrix,Edith,Estes,Martis,Pharsa
252318184882811230,1,Cecilion,Franco,Fredrinn,Hanabi,Hilda,Beatrix,Estes,Nana,Yi Sun-shin,Zilong
251361042830961369,1,Claude,Gloo,Lolita,Martis,Xavier,Estes,Fanny,Nana,Terizla,X.Borg
250752858281977407,1,Esmeralda,Gloo,Moskov,Roger,Xavier,Franco,Ling,Popol and Kupa,Valentina,Yu Zhong
250029697458479170,1,Chou,Karina,Pharsa,Ruby,Wanwan,Fanny,Franco,Martis,Melissa,Xavier
248600852033409809,1,Cecilion,Dyrroth,Franco,Hayabusa,Moskov,Aamon,Chou,Nana,Terizla,Wanwan
239775746507100979,1,Dyrroth,Hilda,Karrie,Martis,Nana,Brody,Hayabusa,Khufra,Layla,Pharsa
702688090469123474,1,Badang,Hayabusa,Kaja,Kimmy,Layla,Dyrroth,Estes,Fanny,Nana,Wanwan
702312877831176630,1,Gloo,Hanabi,Minotaur,Pharsa,Yi Sun-shin,Barats,Estes,Lancelot,Melissa,Xavier
701662078616681231,1,Brody,Jawhead,Ling,Lylia,Minsitthar,Akai,Franco,Hilda,Melissa,Xavier
701112348572595539,1,Hanzo,Jawhead,Moskov,Selena,Xavier,Arlott,Claude,Khufra,Lancelot,Valentina
695978415249868038,1,Esmeralda,Estes,Ling,Melissa,Xavier,Claude,Dyrroth,Fanny,Khufra,Kimmy
695824848694198583,1,Beatrix,Gloo,Khufra,Lancelot,Valentina,Brody,Estes,Karina,Nana,Yin
268572024758281071,1,Aamon,Aldous,Faramis,Lolita,Wanwan,Beatrix,Benedetta,Diggie,Fredrinn,Xavier
267415055058016078,1,Beatrix,Fanny,Faramis,Khufra,Lapu-Lapu,Brody,Esmeralda,Franco,Martis,Valentina
266895029007749419,1,Badang,Franco,Hilda,Martis,Melissa,Beatrix,Chou,Diggie,Ling,Xavier
266375698742184539,1,Franco,Martis,Minsitthar,Pharsa,Wanwan,Brody,Diggie,Julian,Valentina,Yu Zhong
265986639129674890,1,Joy,Lancelot,Lunox,Moskov,Selena,Dyrroth,Franco,Harith,Kadita,Karrie
265711726862991306,1,Claude,Fanny,Khufra,Lapu-Lapu,Valentina,Lancelot,Melissa,Minsitthar,Selena,Xavier
222553219708037295,1,Chou,Fredrinn,Kaja,Moskov,Yve,Brody,Hanzo,Khufra,Lunox,Yu Zhong
221553351321527157,1,Balmond,Brody,Kaja,Lancelot,Yve,Akai,Benedetta,Franco,Moskov,Pharsa
625640934139305350,1,Aamon,Claude,Gloo,Khufra,Xavier,Carmilla,Fredrinn,Gusion,Martis,Melissa
662852423417659253,1,Benedetta,Estes,Fredrinn,Kagura,Lesley,Aldous,Khufra,Martis,Pharsa,Wanwan
662063609724073697,1,Fanny,Khufra,Masha,Melissa,Vexana,Beatrix,Fredrinn,Lapu-Lapu,Lolita,Pharsa
279255115956796933,1,Lolita,Martis,Melissa,Yu Zhong,Yve,Arlott,Khufra,Pharsa,Wanwan,Yi Sun-shin
278661637375834498,1,Badang,Brody,Gusion,Kadita,Martis,Joy,Karrie,Khufra,Minsitthar,Pharsa
278053972517893372,1,Barats,Johnson,Natan,Paquito,Valentina,Brody,Julian,Lolita,Minsitthar,Xavier
602333894675521221,1,Badang,Hayabusa,Lolita,Wanwan,Yve,Claude,Fredrinn,Kaja,Xavier,Yu Zhong
601435791244121900,1,Dyrroth,Franco,Fredrinn,Wanwan,Yve,Arlott,Beatrix,Faramis,Julian,Khufra
598447164020998369,1,Claude,Franco,Khaleed,Ling,Pharsa,Brody,Fredrinn,Lolita,Minsitthar,Yve
597729148568320960,1,Beatrix,Diggie,Fredrinn,Terizla,Yve,Aamon,Claude,Khufra,Pharsa,Yu Zhong
590701980776625300,1,Alice,Franco,Fredrinn,Miya,Xavier,Akai,Hanzo,Lapu-Lapu,Moskov,Valentina
590357155032297723,1,Alice,Barats,Franco,Grock,Miya,Aamon,Khufra,Lesley,Tigreal,Xavier
586323214373943821,1,Franco,Gloo,Lesley,Valentina,Yi Sun-shin,Eudora,Hanabi,Leomord,Martis,Selena
584881265003642367,1,Brody,Edith,Gloo,Julian,Ling,Faramis,Freya,Hanzo,Lolita,Melissa
585001910634988146,1,Arlott,Eudora,Gloo,Hanzo,Lesley,Chou,Hanabi,Lancelot,Minsitthar,Xavier
584716527238035616,1,Aldous,Franco,Granger,Lesley,Vexana,Atlas,Claude,Gloo,Martis,Valir
584423391425114262,1,Edith,Hayabusa,Joy,Selena,Xavier,Aldous,Beatrix,Kadita,Martis,Valentina
